Здесь всегда холодно.	1	Expert	0	Rusgram
Иван выучился в колледже на слесаря и решил пойти на завод им.	0	Expert	Syntax	Testelets
Истребитель накренился, кончик крыла снёс макушку высокого дереву.	0	Expert	Syntax	Testelets
Через минуту нам опять открылась панорама громадного северного порта, масса зданий, и дымов, и труб, и судов на Двине.	1	Expert	0	Paducheva2013
Это позволит улучшить программы подготовки к чрезвычайным ситуациям, включая модернизацию центров управления чрезвычайными ситуациями и проведение более широких экстренных упражнений.	1	Machine	0	YandexCorpus
В ту минуту он жалел, что остался дома.	1	Expert	0	Paducheva1996
Командный генерал Кока сменил Джордж Пикетт.	0	Machine	Syntax	WikiMatrix
График проведения ремонтных работ в цехах завода был нарушен вопреки указания директора.	0	Expert	Syntax	USE8
Думаю, что и я потерял в тебе самое дорогое, что имел в жизни.	1	Expert	0	Seliverstova
Его осуждали на пять лет, но тут вышел указ.	1	Expert	0	Paducheva1996
Мы уже видели это раньше.	1	Machine	0	Tatoeba
Финансовый строй Веймарской республики, сложившийся в результате ноябрьской революции 1918 года, также не способствовал эффективному функционированию СФВ, несмотря на создание хорошо разработанной законодательной базы.	1	Expert	0	Paducheva2013
Они грелись у костров.	1	Expert	0	Seliverstova
Ты должен помогать любому своему родственнику.	1	Expert	0	Seliverstova
Мне захотелось узнать, как разводить и ухаживать за первоцветами в домашних условиях.	0	Expert	Syntax	USE8
Она принимает у него заказ уже десять минут.	1	Expert	0	Seliverstova
Обидный промах привёл теннисиста к поражению в матче.	1	Expert	0	USE5
Тут один волшебник и говорит: «Сколько лет прожили мы на белом свете, а еще никакой злости людям не сделали».	0	Natural	Lexis	Tseitlin
Российские пенсионеры платили долги вместо повинностей.	1	Machine	0	WikiMatrix
Это был клёст-сосновик, с перьями кирпичного и клюквенного цвета, с клювом, скрещенным, как два кривых костяных ножа.	1	Expert	0	USE5
Что ж в результате мучительной болезни у человека полностью выводит жизни из нормы.	0	Machine	Hallucination	WikiMatrix
Отсутствие жены президента на вечере журналисты объясняют болезнью.	1	Expert	0	Paducheva2004
Раз мы затронули тему коррупции, есть ли, на ваш взгляд, свет в конце тоннеля?	1	Expert	0	Rusgram
У меня есть седые волосы.	1	Expert	0	Seliverstova
Никогда не забуду выражения растерянности и вместе с тем готовности к сопротивлению, которое было написано у него на лице, когда он выскочил на поверхность воды.	1	Expert	0	Paducheva2013
В то время как его соседи-монархи сражались с мусульманами, он оставался дома и охранял свои границы от проникновения Кастиль и Арагон.	1	Machine	0	YandexCorpus
Проснешься не торопясь, посердишься на что-нибудь, поворчишь.	1	Expert	0	Seliverstova
Сегодня письмо получил Саша.	1	Expert	0	Testelets
От кого вы получили эти сведения?	1	Expert	0	Seliverstova
Он перецеловал всех девушек.	1	Expert	0	Testelets
Одна из проблем drummer является найти где-то для записи (не говоря уже о практике!).	0	Machine	Hallucination	YandexCorpus
К сожалению, большинство подростков стремятся достичь своего идеала, приобретая карикатурные, болезненные формы вовсе не здоровым и правильным путем.	0	Natural	Lexis|Syntax	CoRST
Жена не понимает причин обвально обрушившейся на неё нежности.	1	Expert	0	Paducheva2013
Я позвонил вам сюда, чтобы задать вам вопрос.	0	Machine	Lexis	Tatoeba
Доктор, убеждая меня начать приём лекарств, говорил, что я совершенно уверен в успешности лечения и что сомневаться не стоит.	0	Expert	Syntax	USE8
Война была тяжёлым испытанием для всего народа, но все верили и надеялись на победу.	0	Expert	Syntax	USE8
Брат ушел в театр, и я сижу дома.	1	Expert	0	Seliverstova
Полшколы участвовали в организации благотворительной акции, приуроченной к Дню матери.	0	Expert	Syntax	USE8
Я вижу, он не придет, и не видит в том потери.	1	Expert	0	Paducheva2004
Но каждый в своей сфере.	0	Natural	Syntax	CoRST
В доме кто-то есть.	1	Expert	0	Seliverstova
Он прыгнул с одного предмета на другой.	1	Machine	0	Tatoeba
Если любой инженер может выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.	1	Expert	0	Seliverstova
Как говорится: «Деньги делают меня счастливым».	1	Machine	0	TED
Те, кто мечтает стать инженером, исследователем, лётчиком, космонавтом, должен развивать свою зрительную память.	0	Expert	Syntax	USE8
Эту книгу я уже покупал.	1	Expert	0	Paducheva1996
Он входит в темный коридор, задевает за что-то железное, сваленное у стены, нашаривает и открывает дверь.	1	Expert	0	Seliverstova
На стене висит его портрет, когда он был молодой.	0	Natural	Syntax	Tseitlin
Я хочу посоветоваться с хорошим врачом.	1	Expert	0	Seliverstova
Трон достался Глостеру, убийце своего брата.	1	Expert	0	Testelets
Отряд партизанов был переодет в немецкое обмундирование, получил немецкое оружие.	0	Expert	Morphology	USE7
Кортес получил от короля Испании запрос о созыве Конституционного суда по вопросу законности присяги.	1	Machine	0	WikiMatrix
Он объясняет отсутствие на вечере своей жены.	1	Expert	0	Paducheva2004
Опытные садоводы считают, что правильно выращенная живая изгородь намного долговечнее и надёжнее самых крепких заборов.	1	Expert	0	USE5
Дело приняло неприятный оборот.	1	Expert	0	Seliverstova
Дети сотрудников, имеющих какие-либо заболевания, получают льготные путёвки в санаторий.	0	Expert	Syntax	USE8
В своих статьях этот журналист поставил вопросы, волнующих многих его современников.	0	Expert	Syntax	USE8
Раньше я играл в теннис.	1	Machine	0	Tatoeba
Тринадцатая и последная ярмарка была проведена в 1970-1971 годах.	1	Machine	0	WikiMatrix
От этого Мцыри кажется более таинственнее.	0	Natural	Morphology	Tseitlin
Отсутствием на собрании он подтвердил плохое мнение о себе.	1	Expert	0	Paducheva2004
У меня сосед есть, — сказал Троекуров, — мелкопоместный грубиян; я хочу взять у него имение — как ты про это думаешь?	1	Expert	0	Seliverstova
Они касались подвала здания, который было принято решение превратить в эксплуатируемое помещение.	1	Expert	0	Lutikova
Не существует каких-либо доказательств.	1	Expert	0	Paducheva2013
Зимой сопротивляемость организма болезням ослабляется.	1	Expert	0	USE5
Внешне он ничем не отличался от многочисленных остальных гостей-мужчин.	1	Expert	0	Paducheva2004
Консервация старинной постройки должна предотвратить её дальнейшее разрушение.	1	Expert	0	USE5
Две молодые елки посажены по обоим ее концам.	1	Expert	0	Testelets
Те, кто добивается в спорте наибольших успехов,становится примером для подражания.	0	Expert	Syntax	USE8
И в подтверждение того, что это — Красавка, лошадь медленно по вернулась в нашу сторону.	0	Expert	Semantics	Seliverstova
Он принял таблетку аспирина.	1	Expert	0	Paducheva1996
Том улыбнулся Марии, но она не улыбнулась назад.	0	Machine	Lexis	Tatoeba
"Серии ""Сервис Сбердевайс"" доступны новые сервисы для получения старых документов от производителей до 18 лет."	0	Machine	Hallucination	WikiMatrix
Сегодня в овощном были не только яблоки.	1	Expert	0	Paducheva2013
Я считаю недопустимым жить так, как они живут.	1	Expert	0	Seliverstova
Знаменитая танцовщица Анна Павлова впервые дебютировала в 1899 году на сцене Петербургского императорского балета.	0	Expert	Lexis	USE6
Напротив, нихилистическим ядром этой политической экономики является воля и относительная свобода пересекать границы добра или допустимого, включая мораль и положительный закон.	0	Machine	Morphology	YandexCorpus
Возможно, это покажется стереотипом, однако отношения в семье также не могут показаться очень крепкими, материальные ценности всегда несколько выше, чем искренность, совесть и доброта.	0	Natural	Syntax	CoRST
А зачем Вы завязали ногу?	1	Expert	0	Paducheva2013
Это порождает мозаику культур и множество народных представителей с различными убеждениями, убеждениями, целиками.	0	Machine	Hallucination	WikiMatrix
Он не отдал мне ключа.	1	Expert	0	Paducheva2013
У него дача уже три года.	1	Expert	0	Seliverstova
Она стояла совсем рядом со мной, и я смог внимательно ее разглядеть.	1	Expert	0	Seliverstova
Спортсмен дрался как лев и тигр.	0	Expert	Syntax	Rusgram
Шеварднадзе проезжал по улицам Тбилиси стремительно, его автомобиль с четырех сторон облепляли (сам видел) машины охраны.	1	Expert	0	Paducheva2013
"Постепенно толкователи Корана призвали Туббу быть святым, потому что он был ""праведником""."	0	Machine	Semantics	WikiMatrix
Среди них - Сербия и Черногория.	1	Machine	0	WikiMatrix
Мы надеемся, что после реформы ЕС переговорный процесс получит необходимый импульс.	1	Machine	0	YandexCorpus
В Мортань-о-Перше в честь трех дней проходит конкурс по приготовлению кровяных колбас.	0	Machine	Semantics	WikiMatrix
Ты ехал в город?	0	Expert	Semantics	Paducheva1996
Но вот внешность новых денег с точки зрения их защищенности от подделок, мягко говоря, озадачивает.	1	Expert	0	Paducheva2013
Мама идет с рынка.	1	Expert	0	Paducheva2004
Я видел вашу жену.	1	Expert	0	Paducheva2004
Ни Кати ни Лены не было дома.	1	Expert	0	Paducheva2013
Ты хоть кому-то помоги.	1	Expert	0	Seliverstova
Я не воспринимаю ненависти.	0	Expert	Semantics	Seliverstova
Впереди лидирует гонщик под номером.	0	Expert	Lexis	USE6
После перерыва, вызванного необходимостью осмыслить будущую жизнь под санкциями, с новой силой вновь возобновились дискуссии об улучшении делового климата.	0	Expert	Lexis	USE6
Мне его няня передала.	1	Expert	0	Paducheva1996
Миротворческая бригада в Боснии была удалена из подчинения НАТО.	1	Machine	0	YandexCorpus
Хитрая Катя притаилась за дверью, наблюдая за тем, как раздумывал Сережа.	1	Natural	0	Tseitlin
Когда вы мне позвонили, я говорил с Иваном Сергеевичем.	1	Expert	0	Seliverstova
Под Кетчумом к нему присоединилась река Ист-Форк-Вуд в Гимлете, после чего она прошла мимо небольших городов Хейли и Беллевю.	0	Machine	Lexis	WikiMatrix
Все разбежались, когда началась гроза.	1	Expert	0	Rusgram
Как показывает практика, первые два года приходится трудиться на нарабатывание опыта и красивого портфолио.	0	Natural	Syntax	CoRST
Его легко было огорчить.	1	Expert	0	Paducheva2013
У Маргариты на данный момент наиболее эксцентрическая орбита среди всех известных спутников в Солнечной системе, хотя у Нереиды среднем эксцентриситет больше всего.	0	Machine	Morphology	WikiMatrix
Советую вам обратиться к врачу.	1	Expert	0	Paducheva1996
Он и минуты не держал книги в руках.	1	Expert	0	Paducheva2013
Я думаю, вы читали книгу Иванова на эту тему.	0	Expert	Semantics	Seliverstova
Даже неточное, строго говоря, упоминание про песню рекрутов дает нам представление о том, какие разговоры велись в семье Блоков.	1	Expert	0	Seliverstova
Автор Веверлея существовал в действительности, а не только в легендах.	1	Expert	0	Seliverstova
Площадь исследования, поиска достаточно обширна, а потому некоторые варианты могут быть приведены, но на практике не всегда использоваться в том значении, которое дано в словаре.	0	Expert	Lexis	USE6
Но над святым островом поцарствовала ночь – а ночью обычные птицы не покидают своих укрытий.	0	Expert	Semantics	Paducheva1996
Когда узнаете, что такое метранпаж, позвоните в 210 номер.	1	Expert	0	Paducheva1996
Глава Внешэкономбанка стал председателем Европейского инвестиционного совета без права вето (video).	1	Machine	0	WikiMatrix
Принеси из сада мою кофту, я оставила ее в беседке.	1	Expert	0	Seliverstova
Когда папа приходит домой, в доме стоит сплошное кричание.	0	Natural	Morphology	Tseitlin
Откуда я возьму такие деньги?	1	Expert	0	Paducheva2013
Это займет почти час работы.	1	Machine	0	WikiMatrix
Быть убитым своим же пациентом... какая ужасная трагедия!	1	Expert	0	Lutikova
Большая часть подростков проводят огромное количество времени в различных чатах и форумах что, по их мнению, расширяет их кругозор и мировоззрение.	0	Natural	Syntax	CoRST
Вся бытовая техника, как правило, выходит из строя на другой день после окончания гарантийного срока.	1	Expert	0	USE5
За обозом чинно следовали женщины.	1	Expert	0	Paducheva2004
Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.	1	Expert	0	Testelets
Я получил его донесение, но еще не прочел.	1	Expert	0	Seliverstova
Солдаты грелись вблизи костров.	0	Expert	Semantics	Seliverstova
Иван знает, что приехала Маша.	1	Expert	0	Paducheva2013
Правильная и своевременная корневая подкормка растений является гарантией высокого урожая.	1	Expert	0	USE5
Также положительной стороной можно выделить возможность знакомиться с новыми людьми, находясь дома.	0	Natural	Lexis|Syntax	CoRST
"Российские дипломаты назвали ""внутреннюю"" революцию в Грузии попыткой разрушить отношения между Россией и США."	1	Machine	0	WikiMatrix
Эти препараты сейчас появились.	1	Expert	0	Paducheva2004
Я решил дать вам дело №126 на доследование.	1	Expert	0	Seliverstova
Упреки этого рода, будь они иначе поставлены, были бы для меня самыми драгоценными упреками.	1	Expert	0	Testelets
Володя заинтересовался, что написал Саша.	0	Natural	Syntax	Tseitlin
Вот честное слово, жалко, что каждый раз ему выступать первый перед, если можно так выразиться, неразогретым залом.	0	Expert	Syntax	Lutikova
Нельзя ни к кому не обращаться, когда ты нуждаешься в помощи.	1	Expert	0	Seliverstova
В Белоруссии либеральных газет не осталось.	1	Expert	0	Paducheva2013
Отопление два дня было выключено.	0	Expert	Semantics	Paducheva2004
По окончанию института наши выпускники могут рассчитывать на трудоустройство в профильных компаниях.	0	Expert	Syntax	USE8
После этого он утратил какой бы то ни было интерес к происходящему.	1	Expert	0	Paducheva2013
Около флакона духов стояла пудреница.	1	Expert	0	Seliverstova
Кому ты хочешь, чтобы я достал книгу?	1	Expert	0	Testelets
Дружное нападение нашего войска решило исход дела.	1	Expert	0	Paducheva2004
Его внимание остановилось на небольшой картине в углу.	1	Expert	0	Paducheva2004
Я думаю, что вы могли бы это сделать.	1	Machine	0	Tatoeba
Запомни, мои друзья: Том здесь был до того, как вода потекла и деревья выросли.	0	Machine	Syntax	WikiMatrix
Надо тебе заметить, что в доме у нее порядок.	1	Expert	0	Paducheva2004
Он дошел от Казани.	0	Expert	Semantics	Paducheva2004
Эта система одна из самых губительных в изучение чего-либо.	0	Natural	Morphology	CoRST
Это пальто они покупали вместе.	1	Expert	0	Paducheva1996
Не думаю, чтобы он что-либо изменил.	1	Expert	0	Paducheva2013
У нас фамилии и имена начинались с одной буквы.	1	Expert	0	Paducheva2004
Ты не должен ей потакать.	1	Expert	0	Paducheva2013
Люди не любят правду.	1	Expert	0	Seliverstova
Исследования над беременными крысами, больными сахарным диабетом, показали эффект понижения уровня глюкозы в кишечнике после похудшения при выращивании глюкозовой клетки.	0	Machine	Morphology	WikiMatrix
В конце концов, сокращение пяти дней в неделю сокращает 70% вашего потребления мяса.	1	Machine	0	TED
Этот выстрел решил мою судьбу –– я стал стрелком.	1	Expert	0	Paducheva2004
Приносить спиртные напитки и распивать их запрещается.	1	Expert	0	Testelets
Я не мог поверить своим глазам, когда впервые увидел это.	1	Machine	0	TED
"В 2017 году компанией ""БелАЗ"" запустили завод по производству тормозных колодок, дисков, накладок в городе Старые дороги."	0	Machine	Syntax	WikiMatrix
Осмотр дома он начал почему-то со двора.	1	Expert	0	Paducheva2004
Линолеум можно оставить у нас, а насчет краски что-нибудь придумаем.	1	Expert	0	Testelets
Что-то треснуло в овраге –– это медведь.	1	Expert	0	Paducheva2004
Это наш корреспондент, который сейчас находится в городе, который подвергся бомбардировке.	0	Expert	Syntax	USE8
Данный научный труд может быть интерен к прочтению не только политикам, экономистам и философам, но и обычному человеку, которому она и была предназначена изначально.	0	Natural	Syntax	CoRST
Я обнаружил, что мой велосипед исчез.	1	Machine	0	Tatoeba
Деньги, которые он тебе дал, его собственные.	1	Expert	0	Paducheva2004
За каменной высокой стеной находятся бывшие архиерейские палаты.	1	Expert	0	USE5
Получив данные, будет выбран самый благоприятный момент для нанесения удара.	0	Expert	Syntax	Testelets
Он принял чужое имя.	1	Expert	0	Seliverstova
Создатель в еврейской семье родился на первом из самых богатых парижских банкиров.	0	Machine	Syntax	WikiMatrix
Том - это половина вашего возраста.	1	Machine	0	Tatoeba
Может быть, нам открыть окно, чтобы как следует проветрить комнату?	1	Expert	0	Testelets
Она приняла ребенка к себе на руки.	1	Expert	0	Seliverstova
Отними ружье у Антошки, я приказываю тебе.	1	Expert	0	Paducheva1996
Иван взял с собой плащ или куртку.	1	Expert	0	Paducheva2013
Для настоящего альпиниста штурм этой вершины не представляет затруднений.	1	Expert	0	USE5
С 2009 года из-за отсутствия госзаказов на предприятии было не произведено обновление основного фонда, стоимость которого к началу 2012 года составила 7,8%.	0	Machine	Syntax	WikiMatrix
Как вы узнали друг друга?	1	Machine	0	Tatoeba
Мощность C множества А превосходит мощность С множества В.	1	Expert	0	Testelets
Сразу по приезду в Коломну боярин Всеволожский был схвачен и закован в железо.	0	Expert	Syntax	USE8
На Замкового камня в середине замочного камняка установлена запись от 1755 года.	0	Machine	Syntax	WikiMatrix
Он берет уроки русского языка.	1	Expert	0	Seliverstova
И тогда, если там заметят, начиинать свои собственные проекты.	0	Natural	Syntax	CoRST
Я прочел уже больше половины книги.	1	Expert	0	Paducheva1996
Как узнаешь, звони в 210 номер.	1	Expert	0	Paducheva1996
Коля нигде не был.	1	Expert	0	Paducheva2013
Вывезено около 2 тыс. куб. метров грязи.	0	Machine	Lexis	WikiMatrix
Доставляли мы в санбат?	1	Expert	0	Paducheva1996
Она живет в маленьком городе близ Москвы.	0	Expert	Semantics	Seliverstova
Железная ограда ее окружает.	1	Expert	0	Testelets
Жене моей нездоровится.	1	Expert	0	Rusgram
Его цель - показать невозможность адекватного представления об окружающем мире, основываясь на опыте.	0	Natural	Syntax	CoRST
Меня включили заниматься этой проблемой.	0	Expert	Syntax	Testelets
Встретимся в воскресенье в 3 часа.	1	Machine	0	Tatoeba
Мяч уходит на угловой.	1	Expert	0	Paducheva1996
К счастью, как и любое усилие, можно стать более квалифицированным в нем с помощью практики.	0	Machine	Syntax	YandexCorpus
В первый день соревнований объявили составы.	1	Machine	0	WikiMatrix
Нож резал плохо, у меня вся рука в мозолях.	1	Expert	0	Paducheva2004
Человеку изначально кажется, что преодолеть одиночество можно со способностью или возможностью установления контактов с людьми.	0	Natural	Syntax	CoRST
Книга была охотно продана студенту букинистом.	1	Expert	0	Testelets
Учреждённая лига группой экспертов, считающих себя независимыми, готовится предоставлять практически любые виды услуг.	0	Expert	Syntax	USE8
Ведь если бежать с ускорением, прыгуну сообщится больше энергии, и он прыгнет более выше.	0	Expert	Morphology	USE7
Ты должен говорить только по-английски.	1	Machine	0	Tatoeba
Молодое поколение художников стремится и выбирает для себя новые ценности и ориентиры в искусстве.	0	Expert	Syntax	USE8
Рядом с тем местом, где стоял стул, лежал маленький коврик.	1	Expert	0	Seliverstova
Она сидела так далеко от меня, что я не видел, когда она ушла.	1	Expert	0	Seliverstova
Если попытаться систематизировать эти способы словообразования, то можно сделать вполне логичный вывод, что это делается по большой части для того, чтобы упростить и ускорить речь.	0	Natural	Syntax	CoRST
Он пробежал эту дистанцию за 10 секунд и, таким образом, взял преимущество над своими соперниками.	0	Expert	Semantics	Seliverstova
ARMAT работает с 1984 года.	1	Machine	0	WikiMatrix
О. А. Большаковой провела исследование такого феномена, как работающий студент и написала статью по ее результатам.	0	Natural	Morphology	CoRST
Ты не будешь больше сюда ходить.	1	Expert	0	Rusgram
Бóльшая часть продуктов хранилась в морозильной камере.	1	Expert	0	USE5
Я часто вспоминаю Лёшины печальные карие глаза.	1	Expert	0	USE5
Церковь стоит на холме.	1	Expert	0	Paducheva1996
Стол очень квадратный.	0	Expert	Lexis	Rusgram
Хорошо, что кому-нибудь что-нибудь надо.	0	Expert	Lexis|Syntax	Rusgram
Вообще-то вода в этой реке теплая, но сегодня она холодная.	1	Expert	0	Seliverstova
Когда ты вошел, я не обедал.	0	Expert	Semantics	Paducheva2013
А кому он теперь должен был докладывать кому?	1	Expert	0	Lutikova
Сегодня сингапурские вооруженные силы относятся к числу наиболее оснащенных в Азии.	1	Machine	0	WikiMatrix
Те, кто называют себя патриотами, должен хорошо знать родной язык.	0	Expert	Syntax	USE8
Нет, ну скажи, могла ты думать вчера в это время, что будешь сидеть в тепле и пить горячий чай?	1	Expert	0	Paducheva2004
Это больше не вопрос жизни или смерти.	0	Machine	Lexis	YandexCorpus
В новом городе впервые выросло население.	1	Machine	0	WikiMatrix
Я видел желтое пятнышко, но не понял, что это оно.	0	Expert	Semantics	Paducheva2004
Конечно, против такой системы ценностей решительно ополчились совдеповские образованцы, отвергавшие всякие традиции, а тем более столь возвышенные.	1	Expert	0	Paducheva2013
Когда же выпадал этот снег?	0	Expert	Semantics	Paducheva1996
Афанасьевна и Софья стояли вблизи и слушали.	0	Expert	Semantics	Seliverstova
Беженцы гибнут в горах.	1	Expert	0	Testelets
Вскоре он не понял свою ошибку.	0	Expert	Semantics	Paducheva2013
Гессен не был виновен ни в каких преступлениях.	1	Expert	0	Paducheva2013
Иногда к ней приходят ее друзья.	1	Expert	0	Seliverstova
Я положил ружье рядом с собой.	1	Expert	0	Seliverstova
Что вы хотите, чтобы я сказал?	1	Expert	0	Rusgram
Я очень гордился своим отцом.	1	Machine	0	Tatoeba
Павел Алексеевич уже перестал ждать какого бы то ни было ответа.	1	Expert	0	Paducheva2013
Профессия милиционера мне нравится тем, что в ней много опасностей и разных рисков.	0	Natural	Morphology	Tseitlin
Все успокоилось, и лишь где-то вдалеке все еще гремел гром.	1	Expert	0	Seliverstova
